Timestamp,MachineID,Temperature,Pressure,VibrationLevel,Status
2025-11-05 03:21:11,M005,41.6,1.85,0.62,Normal
2025-11-05 03:36:11,M001,52.0,1.93,0.87,Normal
2025-11-05 03:36:11,M002,31.8,1.77,1.03,Normal
2025-11-05 03:36:11,M003,47.0,1.95,0.84,Normal
2025-11-05 03:36:11,M004,44.0,1.67,0.98,Normal
2025-11-05 03:36:11,M005,60.7,2.02,0.55,Normal
2025-11-05 03:51:11,M001,46.3,1.73,0.5,Normal
2025-11-05 03:51:11,M002,41.7,2.17,0.81,Normal
2025-11-05 03:51:11,M003,60.5,2.25,0.74,Normal
2025-11-05 03:51:11,M004,46.8,2.02,0.75,Normal
2025-11-05 03:51:11,M005,42.0,1.93,0.84,Normal
2025-11-05 04:06:11,M001,39.5,1.77,0.99,Normal
2025-11-05 04:06:11,M002,44.1,1.9,0.71,Normal
2025-11-05 04:06:11,M003,39.1,1.96,0.84,Normal
2025-11-05 04:06:11,M004,37.2,2.13,0.6,Normal
2025-11-05 04:06:11,M005,40.7,1.58,0.8,Normal
2025-11-05 04:21:11,M001,47.5,1.46,0.91,Normal
2025-11-05 04:21:11,M002,82.4,3.18,1.7,Critical
2025-11-05 04:21:11,M003,33.6,2.5,1.03,Normal
2025-11-05 04:21:11,M004,36.1,2.15,0.63,Normal
2025-11-05 04:21:11,M005,58.3,1.72,0.94,Normal
2025-11-05 04:36:11,M001,42.7,2.34,0.62,Normal
2025-11-05 04:36:11,M002,39.9,2.04,0.9,Normal
2025-11-05 04:36:11,M003,46.1,2.34,0.52,Normal
2025-11-05 04:36:11,M004,43.8,2.29,0.83,Normal
2025-11-05 04:36:11,M005,25.9,1.99,0.7,Normal
2025-11-05 04:51:11,M001,45.3,2.04,0.88,Normal
2025-11-05 04:51:11,M002,50.2,2.71,1.15,Normal
2025-11-05 04:51:11,M003,41.9,2.99,0.82,Normal
2025-11-05 04:51:11,M004,62.3,1.61,0.95,Normal
2025-11-05 04:51:11,M005,40.3,2.17,0.43,Normal
2025-11-05 05:06:11,M001,34.3,1.82,0.85,Normal
2025-11-05 05:06:11,M002,37.3,2.3,1.07,Normal
2025-11-05 05:06:11,M003,57.0,2.04,0.99,Normal
2025-11-05 05:06:11,M004,46.2,2.28,0.82,Normal
2025-11-05 05:06:11,M005,39.4,2.16,1.14,Normal
2025-11-05 05:21:11,M001,39.4,2.55,0.78,Normal
2025-11-05 05:21:11,M002,42.8,2.38,0.45,Normal
2025-11-05 05:21:11,M003,58.5,2.08,0.36,Normal
2025-11-05 05:21:11,M004,36.3,1.99,0.67,Normal
2025-11-05 05:21:11,M005,41.2,2.4,0.76,Normal
2025-11-05 05:36:11,M001,49.7,2.18,0.86,Normal
2025-11-05 05:36:11,M002,48.2,2.27,0.77,Normal
2025-11-05 05:36:11,M003,56.4,1.82,0.65,Normal
2025-11-05 05:36:11,M004,51.0,2.24,1.09,Normal
2025-11-05 05:36:11,M005,47.0,2.35,1.01,Normal
2025-11-05 05:51:11,M001,41.3,2.15,0.47,Normal
2025-11-05 05:51:11,M002,27.9,2.56,0.65,Normal
2025-11-05 05:51:11,M003,37.6,2.11,0.64,Normal
2025-11-05 05:51:11,M004,54.9,2.15,0.62,Normal
2025-11-05 05:51:11,M005,40.6,2.35,0.37,Normal
2025-11-05 06:06:11,M001,43.4,2.18,0.62,Normal
2025-11-05 06:06:11,M002,40.5,2.64,0.48,Normal
2025-11-05 06:06:11,M003,28.4,2.81,0.77,Normal
2025-11-05 06:06:11,M004,39.5,2.48,1.05,Normal
2025-11-05 06:06:11,M005,59.0,1.71,0.73,Normal
2025-11-05 06:21:11,M001,40.9,1.97,0.85,Normal
2025-11-05 06:21:11,M002,45.5,2.32,0.79,Normal
2025-11-05 06:21:11,M003,42.1,2.18,0.5,Normal
2025-11-05 06:21:11,M004,39.8,1.82,0.35,Normal
2025-11-05 06:21:11,M005,79.6,3.18,1.85,Critical
2025-11-05 06:36:11,M001,41.8,2.51,1.03,Normal
2025-11-05 06:36:11,M002,52.3,1.98,0.56,Normal
2025-11-05 06:36:11,M003,45.2,1.54,0.92,Normal
2025-11-05 06:36:11,M004,48.0,1.52,0.79,Normal
2025-11-05 06:36:11,M005,48.5,2.27,1.08,Normal
2025-11-05 06:51:11,M001,48.7,1.63,0.59,Normal
2025-11-05 06:51:11,M002,37.3,2.07,0.75,Normal
2025-11-05 06:51:11,M003,48.6,2.14,0.55,Normal
2025-11-05 06:51:11,M004,48.0,1.77,0.91,Normal
2025-11-05 06:51:11,M005,32.8,1.91,0.8,Normal
2025-11-05 07:06:11,M001,40.5,2.07,0.82,Normal
2025-11-05 07:06:11,M002,45.4,2.19,0.83,Normal
2025-11-05 07:06:11,M003,52.1,1.49,0.94,Normal
2025-11-05 07:06:11,M004,77.0,3.1,1.9,Critical
2025-11-05 07:06:11,M005,41.7,1.77,0.95,Normal
2025-11-05 07:21:11,M001,60.5,2.46,1.7,Warning
2025-11-05 07:21:11,M002,44.7,1.99,0.5,Normal
2025-11-05 07:21:11,M003,39.3,2.17,0.88,Normal
2025-11-05 07:21:11,M004,54.0,1.92,1.15,Normal
2025-11-05 07:21:11,M005,39.6,1.84,0.94,Normal
2025-11-05 07:36:11,M001,46.3,2.08,0.74,Normal
2025-11-05 07:36:11,M002,57.1,1.73,0.68,Normal
2025-11-05 07:36:11,M003,52.8,2.23,0.82,Normal
2025-11-05 07:36:11,M004,48.2,2.41,0.81,Normal
2025-11-05 07:36:11,M005,43.7,1.67,0.8,Normal
2025-11-05 07:51:11,M001,52.3,1.85,1.46,Normal
2025-11-05 07:51:11,M002,47.5,2.07,0.93,Normal
2025-11-05 07:51:11,M003,47.0,2.58,1.05,Normal
2025-11-05 07:51:11,M004,41.0,1.69,0.87,Normal
2025-11-05 07:51:11,M005,54.8,1.75,0.72,Normal
2025-11-05 08:06:11,M001,51.5,2.33,0.47,Normal
2025-11-05 08:06:11,M002,38.1,1.62,0.45,Normal
2025-11-05 08:06:11,M003,40.9,2.11,0.73,Normal
2025-11-05 08:06:11,M004,31.4,2.34,0.87,Normal
2025-11-05 08:06:11,M005,52.7,2.19,0.64,Normal
2025-11-05 08:21:11,M001,80.6,3.07,1.75,Critical
2025-11-05 08:21:11,M002,35.9,2.01,0.74,Normal
2025-11-05 08:21:11,M003,42.8,1.8,0.84,Normal
2025-11-05 08:21:11,M004,81.1,3.33,2.0,Critical
2025-11-05 08:21:11,M005,51.6,2.1,0.66,Normal
2025-11-05 08:36:11,M001,33.5,1.88,0.77,Normal
2025-11-05 08:36:11,M002,55.4,2.58,1.11,Normal
2025-11-05 08:36:11,M003,46.0,2.17,0.95,Normal
2025-11-05 08:36:11,M004,35.5,1.93,0.8,Normal
2025-11-05 08:36:11,M005,82.0,3.15,1.83,Critical
2025-11-05 08:51:11,M001,28.8,2.5,0.93,Normal
2025-11-05 08:51:11,M002,38.1,2.75,0.75,Normal
2025-11-05 08:51:11,M003,55.1,1.84,0.95,Normal
2025-11-05 08:51:11,M004,82.2,3.22,1.66,Critical
2025-11-05 08:51:11,M005,66.4,3.05,1.46,Warning
2025-11-05 09:06:11,M001,41.0,2.06,0.88,Normal
2025-11-05 09:06:11,M002,49.8,2.22,0.89,Normal
2025-11-05 09:06:11,M003,45.0,2.21,0.7,Normal
2025-11-05 09:06:11,M004,37.3,2.41,0.95,Normal
2025-11-05 09:06:11,M005,55.5,2.28,0.91,Normal
2025-11-05 09:21:11,M001,82.3,3.22,1.36,Critical
2025-11-05 09:21:11,M002,35.2,2.4,0.83,Normal
2025-11-05 09:21:11,M003,22.4,1.92,0.73,Normal
2025-11-05 09:21:11,M004,46.3,2.38,1.09,Normal
2025-11-05 09:21:11,M005,49.4,1.96,0.52,Normal
2025-11-05 09:36:11,M001,32.4,2.36,0.95,Normal
2025-11-05 09:36:11,M002,53.3,1.57,0.94,Normal
2025-11-05 09:36:11,M003,75.4,3.09,1.99,Critical
2025-11-05 09:36:11,M004,37.4,2.16,1.05,Normal
2025-11-05 09:36:11,M005,45.8,1.97,0.99,Normal
2025-11-05 09:51:11,M001,38.8,2.21,0.68,Normal
2025-11-05 09:51:11,M002,40.7,2.54,0.95,Normal
2025-11-05 09:51:11,M003,36.5,2.3,0.63,Normal
2025-11-05 09:51:11,M004,42.1,2.12,0.61,Normal
2025-11-05 09:51:11,M005,43.4,2.06,0.66,Normal
2025-11-05 10:06:11,M001,40.9,2.56,1.01,Normal
2025-11-05 10:06:11,M002,36.5,1.38,0.68,Normal
2025-11-05 10:06:11,M003,36.3,2.27,0.49,Normal
2025-11-05 10:06:11,M004,41.7,2.23,1.02,Normal
2025-11-05 10:06:11,M005,47.8,1.9,0.6,Normal
2025-11-05 10:21:11,M001,36.0,2.13,1.01,Normal
2025-11-05 10:21:11,M002,59.6,1.74,0.87,Normal
2025-11-05 10:21:11,M003,35.1,2.48,0.54,Normal
2025-11-05 10:21:11,M004,45.9,2.3,0.44,Normal
2025-11-05 10:21:11,M005,30.0,1.92,0.78,Normal
2025-11-05 10:36:11,M001,45.4,2.2,0.77,Normal
2025-11-05 10:36:11,M002,81.2,3.15,1.85,Critical
2025-11-05 10:36:11,M003,79.2,3.16,1.82,Critical
2025-11-05 10:36:11,M004,51.2,2.66,1.0,Normal
2025-11-05 10:36:11,M005,40.1,2.07,1.05,Normal
2025-11-05 10:51:11,M001,38.7,2.09,0.71,Normal
2025-11-05 10:51:11,M002,61.3,2.09,0.84,Normal
2025-11-05 10:51:11,M003,77.8,3.23,2.0,Critical
2025-11-05 10:51:11,M004,24.3,1.97,0.62,Normal
2025-11-05 10:51:11,M005,40.7,2.13,0.7,Normal
2025-11-05 11:06:11,M001,49.7,2.28,0.92,Normal
2025-11-05 11:06:11,M002,49.0,1.94,0.98,Normal
2025-11-05 11:06:11,M003,50.7,2.37,0.78,Normal
2025-11-05 11:06:11,M004,46.6,1.61,0.78,Normal
2025-11-05 11:06:11,M005,47.7,1.8,0.6,Normal
2025-11-05 11:21:11,M001,43.3,1.8,0.66,Normal
2025-11-05 11:21:11,M002,44.1,2.86,0.88,Normal
2025-11-05 11:21:11,M003,49.9,2.38,0.64,Normal
2025-11-05 11:21:11,M004,48.8,2.1,1.25,Normal
2025-11-05 11:21:11,M005,45.5,2.17,0.68,Normal
2025-11-05 11:36:11,M001,78.3,3.36,1.46,Critical
2025-11-05 11:36:11,M002,38.5,2.03,1.07,Normal
2025-11-05 11:36:11,M003,52.3,2.76,0.99,Normal
2025-11-05 11:36:11,M004,35.5,2.0,1.02,Normal
2025-11-05 11:36:11,M005,32.8,2.31,0.87,Normal
2025-11-05 11:51:11,M001,49.4,2.31,0.69,Normal
2025-11-05 11:51:11,M002,50.0,1.99,0.9,Normal
2025-11-05 11:51:11,M003,48.6,2.79,0.59,Normal
2025-11-05 11:51:11,M004,46.5,2.2,0.69,Normal
2025-11-05 11:51:11,M005,41.6,1.78,0.96,Normal
2025-11-05 12:06:11,M001,50.7,1.77,1.01,Normal
2025-11-05 12:06:11,M002,49.5,2.21,0.74,Normal
2025-11-05 12:06:11,M003,51.6,2.52,0.81,Normal
2025-11-05 12:06:11,M004,80.9,3.11,1.51,Critical
2025-11-05 12:06:11,M005,51.7,1.85,1.21,Normal
2025-11-05 12:21:11,M001,31.9,2.01,0.84,Normal
2025-11-05 12:21:11,M002,44.7,2.23,0.75,Normal
2025-11-05 12:21:11,M003,54.7,2.5,0.64,Normal
2025-11-05 12:21:11,M004,34.9,1.8,0.6,Normal
2025-11-05 12:21:11,M005,59.7,1.79,0.64,Normal
2025-11-05 12:36:11,M001,40.8,2.35,0.83,Normal
2025-11-05 12:36:11,M002,33.9,2.04,0.97,Normal
2025-11-05 12:36:11,M003,35.9,2.59,0.68,Normal
2025-11-05 12:36:11,M004,31.5,1.9,0.83,Normal
2025-11-05 12:36:11,M005,48.2,1.65,0.77,Normal
2025-11-05 12:51:11,M001,37.5,1.92,0.54,Normal
2025-11-05 12:51:11,M002,37.7,1.46,0.94,Normal
2025-11-05 12:51:11,M003,43.2,1.58,0.83,Normal
2025-11-05 12:51:11,M004,80.8,3.31,1.83,Critical
2025-11-05 12:51:11,M005,83.7,3.33,1.8,Critical
2025-11-05 13:06:11,M001,80.1,3.18,1.49,Critical
2025-11-05 13:06:11,M002,48.5,2.33,0.66,Normal
2025-11-05 13:06:11,M003,47.8,2.07,1.18,Normal
2025-11-05 13:06:11,M004,37.5,1.59,0.84,Normal
2025-11-05 13:06:11,M005,81.5,3.08,1.52,Critical
2025-11-05 13:21:11,M001,84.5,3.1,2.0,Critical
2025-11-05 13:21:11,M002,47.9,1.44,0.78,Normal
2025-11-05 13:21:11,M003,30.7,2.35,0.99,Normal
2025-11-05 13:21:11,M004,42.9,2.58,0.47,Normal
2025-11-05 13:21:11,M005,53.0,1.99,0.8,Normal
2025-11-05 13:36:11,M001,50.3,2.48,0.68,Normal
2025-11-05 13:36:11,M002,84.6,3.36,1.84,Critical
2025-11-05 13:36:11,M003,53.7,2.0,1.15,Normal
2025-11-05 13:36:11,M004,46.4,2.0,0.8,Normal
2025-11-05 13:36:11,M005,49.1,1.6,0.65,Normal
2025-11-05 13:51:11,M001,42.5,2.17,0.59,Normal
2025-11-05 13:51:11,M002,30.1,1.65,0.95,Normal
2025-11-05 13:51:11,M003,79.4,3.31,1.83,Critical
2025-11-05 13:51:11,M004,60.3,2.49,1.56,Warning
2025-11-05 13:51:11,M005,39.3,2.42,0.74,Normal
2025-11-05 14:06:11,M001,48.3,2.34,0.84,Normal
2025-11-05 14:06:11,M002,38.0,2.13,0.68,Normal
2025-11-05 14:06:11,M003,45.0,2.24,0.57,Normal
2025-11-05 14:06:11,M004,30.5,2.3,0.84,Normal
2025-11-05 14:06:11,M005,37.7,2.27,0.84,Normal
2025-11-05 14:21:11,M001,51.8,1.54,0.8,Normal
2025-11-05 14:21:11,M002,40.9,1.99,0.9,Normal
2025-11-05 14:21:11,M003,61.8,1.89,0.6,Normal
2025-11-05 14:21:11,M004,37.4,1.67,0.71,Normal
2025-11-05 14:21:11,M005,75.0,3.23,1.29,Critical
2025-11-05 14:36:11,M001,55.2,2.43,0.43,Normal
2025-11-05 14:36:11,M002,43.1,1.99,0.76,Normal
2025-11-05 14:36:11,M003,32.0,1.81,0.83,Normal
2025-11-05 14:36:11,M004,45.2,1.93,0.69,Normal
2025-11-05 14:36:11,M005,85.0,3.23,1.49,Critical
2025-11-05 14:51:11,M001,54.7,2.25,0.88,Normal
2025-11-05 14:51:11,M002,54.6,1.71,0.96,Normal
2025-11-05 14:51:11,M003,40.0,1.93,1.04,Normal
2025-11-05 14:51:11,M004,45.9,1.98,0.9,Normal
2025-11-05 14:51:11,M005,51.9,1.94,0.61,Normal
2025-11-05 15:06:11,M001,56.5,1.89,0.93,Normal
2025-11-05 15:06:11,M002,45.1,2.64,0.89,Normal
2025-11-05 15:06:11,M003,35.0,1.96,0.55,Normal
2025-11-05 15:06:11,M004,40.6,2.51,0.85,Normal
2025-11-05 15:06:11,M005,33.1,2.26,0.74,Normal
2025-11-05 15:21:11,M001,37.6,2.09,0.96,Normal
2025-11-05 15:21:11,M002,62.2,2.43,0.64,Normal
2025-11-05 15:21:11,M003,38.2,2.0,0.7,Normal
2025-11-05 15:21:11,M004,83.7,3.11,1.58,Critical
2025-11-05 15:21:11,M005,55.2,2.29,0.37,Normal
2025-11-05 15:36:11,M001,44.2,2.54,1.16,Normal
2025-11-05 15:36:11,M002,36.3,2.33,1.02,Normal
2025-11-05 15:36:11,M003,47.9,2.49,0.71,Normal
2025-11-05 15:36:11,M004,76.9,3.27,1.87,Critical
2025-11-05 15:36:11,M005,58.7,2.25,1.07,Normal
2025-11-05 15:51:11,M001,59.4,2.64,1.09,Normal
2025-11-05 15:51:11,M002,54.6,2.53,0.75,Normal
2025-11-05 15:51:11,M003,40.7,2.19,0.76,Normal
2025-11-05 15:51:11,M004,51.9,1.86,0.69,Normal
2025-11-05 15:51:11,M005,49.9,2.97,0.96,Normal
2025-11-05 16:06:11,M001,38.1,1.81,0.57,Normal
2025-11-05 16:06:11,M002,76.6,3.24,2.0,Critical
2025-11-05 16:06:11,M003,38.4,2.44,0.89,Normal
2025-11-05 16:06:11,M004,49.2,2.24,0.8,Normal
2025-11-05 16:06:11,M005,56.2,1.59,0.68,Normal
2025-11-05 16:21:11,M001,50.5,2.25,0.61,Normal
2025-11-05 16:21:11,M002,38.6,1.97,0.82,Normal
2025-11-05 16:21:11,M003,52.5,2.14,0.4,Normal
2025-11-05 16:21:11,M004,41.3,1.85,0.75,Normal
2025-11-05 16:21:11,M005,27.5,2.61,0.63,Normal
2025-11-05 16:36:11,M001,79.0,3.06,1.89,Critical
2025-11-05 16:36:11,M002,35.5,2.02,0.81,Normal
2025-11-05 16:36:11,M003,48.6,2.04,0.96,Normal
2025-11-05 16:36:11,M004,46.5,2.14,0.69,Normal
2025-11-05 16:36:11,M005,50.7,2.36,0.67,Normal
2025-11-05 16:51:11,M001,49.6,2.12,0.86,Normal
2025-11-05 16:51:11,M002,84.8,3.3,2.0,Critical
2025-11-05 16:51:11,M003,47.8,2.19,0.86,Normal
2025-11-05 16:51:11,M004,84.8,3.27,1.36,Critical
2025-11-05 16:51:11,M005,58.2,1.76,1.05,Normal
2025-11-05 17:06:11,M001,44.0,2.6,0.93,Normal
2025-11-05 17:06:11,M002,37.0,2.08,1.2,Normal
2025-11-05 17:06:11,M003,57.9,2.58,0.56,Normal
2025-11-05 17:06:11,M004,49.5,2.55,0.42,Normal
2025-11-05 17:06:11,M005,48.7,2.06,0.57,Normal
2025-11-05 17:21:11,M001,50.0,2.72,1.13,Normal
2025-11-05 17:21:11,M002,83.4,3.22,1.63,Critical
2025-11-05 17:21:11,M003,38.5,2.05,0.57,Normal
2025-11-05 17:21:11,M004,52.7,1.78,0.82,Normal
2025-11-05 17:21:11,M005,47.5,2.38,0.84,Normal
2025-11-05 17:36:11,M001,32.6,2.15,1.09,Normal
2025-11-05 17:36:11,M002,80.7,3.19,2.0,Critical
2025-11-05 17:36:11,M003,51.9,2.0,1.09,Normal
2025-11-05 17:36:11,M004,40.9,2.01,0.77,Normal
2025-11-05 17:36:11,M005,35.4,1.32,0.48,Normal
2025-11-05 17:51:11,M001,44.2,2.12,0.54,Normal
2025-11-05 17:51:11,M002,79.4,3.06,1.81,Critical
2025-11-05 17:51:11,M003,37.8,1.83,0.6,Normal
2025-11-05 17:51:11,M004,50.1,1.47,0.99,Normal
2025-11-05 17:51:11,M005,45.5,1.98,0.65,Normal
2025-11-05 18:06:11,M001,42.9,1.88,0.68,Normal
2025-11-05 18:06:11,M002,45.9,2.05,0.47,Normal
2025-11-05 18:06:11,M003,78.4,3.17,1.92,Critical
2025-11-05 18:06:11,M004,78.0,3.11,1.93,Critical
2025-11-05 18:06:11,M005,43.7,2.25,0.69,Normal
2025-11-05 18:21:11,M001,38.4,1.8,0.87,Normal
2025-11-05 18:21:11,M002,44.1,1.78,0.75,Normal
2025-11-05 18:21:11,M003,50.8,2.29,0.64,Normal
2025-11-05 18:21:11,M004,78.9,3.18,1.99,Critical
2025-11-05 18:21:11,M005,44.0,1.5,0.89,Normal
2025-11-05 18:36:11,M001,59.9,1.85,0.87,Normal
2025-11-05 18:36:11,M002,51.5,2.57,1.04,Normal
2025-11-05 18:36:11,M003,46.3,1.81,0.88,Normal
2025-11-05 18:36:11,M004,23.5,2.08,0.56,Normal
2025-11-05 18:36:11,M005,35.5,2.24,1.04,Normal
